name,category,address,lat,lon
Seu del Districte de Sants-Montjuïc,otro,Carrer de la Creu Coberta 104.0 ,41.3754087791269,2.142274392316013
Fundació Orfeó Gracienc,otro,C Astúries 83.0 ,41.404734139288166,2.156423120771882
Parròquia de Sant Joan de Gràcia,Parròquia,C Santa Creu 2.0 ,41.40533710606837,2.1567122726022543
Educa +,otro,C Sant Quintí 12.0 ,41.41252398893622,2.179570364707956
Seu del Districte de Sarrià-Sant Gervasi,otro,Plaça del Consell de la Vila 7.0 ,41.39912976584916,2.1214123028583627
Palau de Congressos *Pavelló 5,Palau,Av Reina Maria Cristina 1.0 ,41.37241483260608,2.1518889546104605
Centre Educatiu CETT,Centre,Av Can Marcet 36.0 ,41.43485061254671,2.1481555754807795
Universitat Nacional d'Educació a Distància *Barcelona,otro,Av Rio de Janeiro 56.0 ,41.43646572009841,2.180455235272232
Seu del Districte de Nou Barris,otro,Pl Major de Nou Barris 1.0 ,41.4368445525108,2.1712296246319656
Parròquia de la Mare de Déu de Lourdes,Parròquia,C Font Honrada 33.0 ,41.37309762127584,2.1560110122944107
Círculo Ecuestre,otro,C Balmes 169.0 ,41.395763940464285,2.1540111781345668
Museu,Museu,Avinguda de Miramar 1.0 ,41.368292261821246,2.1601492925476364
Museu de Pintura Contemporània Can Framis,Museu,Carrer de Roc Boronat 116.0 ,41.40294420265117,2.1949651108093025
Parròquia de Sant Pere de les Puel·les,Parròquia,Pl Sant Pere nan ,41.38922892058108,2.1792430187092746
Escola Superior d'Administració i Direcció d'Empreses - URL,Escola,Av Pedralbes 60.0 ,41.39374137478776,2.11450041725389
Jardins del Palau de Pedralbes,Jardins,Av Diagonal 686.0 ,41.38654937434819,2.1184352989192647
Casa Lamadrid,otro,Girona 113.0 ,41.39694691705839,2.1681807052555757
Casa Garriga Nogués,otro,Diputació 250.0 ,41.38892310014807,2.165254832995529
Centre Esportiu Municipal Piscines Bernat Picornell,Centre,Av Estadi 30.0 ,41.36632923206704,2.150793450223625
"TAMAIA Viure Sense Violencia, S.C.C.L.",otro,C Ripoll 25.0 ,41.38550526763556,2.175087497981421
Roca Barcelona Gallery,otro,C Joan Güell 211.0 ,41.38664570242304,2.12923065792945
Platja del Bogatell,Platja,Pg Marítim del Bogatell 80.0 ,41.39460267821261,2.2067544978597606
